Final Material,Author,Title,Year,Cited References (#),Times Cited (#),Formation Method,Anna's Notes,Zr Precursor,Zr Precursor Concentration (M),Dopant,Dopant Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Additional Solvents/DCCA/Precursors (non Zr),Modifier,Modifier Concentration (M),Surfactant,Surfactant Concentration (M),Gelation Agent,Gelation Agent (M),pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Temp (°C),Aging Time (hrs),Wash Solvent 1,Wash Times 1 (#),Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2 (#),Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3 (#),Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4 (#),Wash Duration 4 (days),Wash Temp 4 (°C),Gelation/Washing Notes,Drying Method,Drying Solvent,Drying Temp (°C),Drying Heating Rate (°C/min),Drying Pressure (MPa),Drying Time (hrs),Drying Atmosphere,Drying Temp 2 (°C),Drying Heating Rate 2 (°C/min),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Notes,Sintering Temp (°C),Sintering Time (min),Ramp Rate (°C/min),Sintering Atmosphere,Sintering Notes,Porosity,Porosity (%),Pore Volume (cm3/g),Pore Size (nm),Nanoparticle Size (nm),Surface Area (m2/g),Density (g/cm3),Thermal Conductivity (W/mK),Crystalline Phase,Notes,Index
"Zirconia-based aerogel @ 0.12M water glass, @ 1000C",Gao et al.,Synthesis of high-temperature resistant monolithic zirconia-based aerogel via facile water glass assisted sol–gel method,2018,33,9,sol-gel,,zirconyl chloride octahydrate,0.35,yttrium(III) nitrate hexahydrate,0.07,ethanol,,water,"acetic acid, formamide",,,polyethylene glycol 600,0.07,"water glass, ammonia",0.12,,,,180 - 300,,,ethanol,1,7,,ethanol,3,,,,,,,,,,,6 water glass conc. used,supercritical drying,ethanol,260,2,7.2,0.5 - 1,nitrogen,,,,,,,1000,,,,calcined at 1004,,,1.1,,8,383,,,tetragonal,"Na2SiO3 gives SiO2 shell around ZrO2 NPs,",10
"Zirconia-based aerogel @ 0.06M water glass, @ 1000C",Gao et al.,Synthesis of high-temperature resistant monolithic zirconia-based aerogel via facile water glass assisted sol–gel method,2018,33,9,sol-gel,,zirconyl chloride octahydrate,0.35,yttrium(III) nitrate hexahydrate,0.07,ethanol,,water,"acetic acid, formamide",,,polyethylene glycol 600,0.07,"water glass, ammonia",0.06,,,,180 - 300,,,ethanol,1,7,,ethanol,3,,,,,,,,,,,6 water glass conc. used,supercritical drying,ethanol,260,2,7.2,0.5 - 1,nitrogen,,,,,,,1000,,,,calcined at 1005,,,,,,,,,,"Na2SiO3 gives SiO2 shell around ZrO2 NPs,",11
"Zirconia aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,,,,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.03,7.6,,576,,,amorphous,,12
"YSZ (5% Y) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.2,yttrium(III) chloride hexahydrate,0.063,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,15,,,0.21 - 0.36,,amorphous,,13
"YSZ (10% Y) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.14,yttrium(III) chloride hexahydrate,0.126,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,15 - 32,,,0.21 - 0.36,,amorphous,,14
"YSZ (15% Y) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.07,yttrium(III) chloride hexahydrate,0.189,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,15 - 32,,,0.21 - 0.36,,amorphous,,15
"YSZ (20% Y) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.01,yttrium(III) chloride hexahydrate,0.253,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,32,,450,0.21 - 0.36,,amorphous,,16
"YbSZ (5% Yb) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.2,ytterbium(III) chloride hexahydrate,0.063,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,,,,0.21 - 0.36,,amorphous,,17
"YbSZ (10% Yb) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.14,ytterbium(III) chloride hexahydrate,0.126,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,,,,0.21 - 0.36,,amorphous,,18
"YbSZ (15% Yb) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.07,ytterbium(III) chloride hexahydrate,0.189,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,,,,0.21 - 0.36,,amorphous,,19
"YbSZ (20% Yb) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.01,ytterbium(III) chloride hexahydrate,0.253,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,,,,0.21 - 0.36,,amorphous,,20
"Y+YbSZ (5% Y + Yb) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.2,"yttrium(III) chloride hexahydrate, ytterbium(III) chloride hexahydrate",0.063,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,,,,0.21 - 0.36,,amorphous,,21
"Y+YbSZ (10% Y + Yb) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.14,"yttrium(III) chloride hexahydrate, ytterbium(III) chloride hexahydrate",0.126,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,,,,0.21 - 0.36,,amorphous,,22
"Y+YbSZ (15% Y + Yb) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.07,"yttrium(III) chloride hexahydrate, ytterbium(III) chloride hexahydrate",0.189,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,,,,0.21 - 0.36,,amorphous,,23
"Y+YbSZ (20% Y + Yb) aerogel, as-dried",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.01,"yttrium(III) chloride hexahydrate, ytterbium(III) chloride hexahydrate",0.253,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,,,,,as-dried,,,1.46 - 2.05,,,,0.21 - 0.36,,amorphous,,24
YSZ (5% Y) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.2,yttrium(III) chloride hexahydrate,0.063,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,,,,15 - 25,10-Aug,,0.21 - 0.36,,tetragonal,,25
YSZ (10% Y) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.14,yttrium(III) chloride hexahydrate,0.126,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,mesoporous,,,15 - 25,10-Aug,,0.21 - 0.36,,tetragonal,,26
YSZ (15% Y) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.07,yttrium(III) chloride hexahydrate,0.189,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,mesoporous,,,15 - 25,6,,0.21 - 0.36,,"tetragonal, cubic",,27
YSZ (20% Y) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.01,yttrium(III) chloride hexahydrate,0.253,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,,,,,10-Aug,,0.21 - 0.36,,"tetragonal, cubic",,28
YbSZ (5% Yb) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.2,ytterbium(III) chloride hexahydrate,0.063,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,,,,,10-Aug,,0.21 - 0.36,,tetragonal,,29
YbSZ (10% Yb) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.14,ytterbium(III) chloride hexahydrate,0.126,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,mesoporous,,,15 - 25,10-Aug,,0.21 - 0.36,,tetragonal,,30
YbSZ (15% Yb) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.07,ytterbium(III) chloride hexahydrate,0.189,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,mesoporous,,,15 - 25,10-Aug,,0.21 - 0.36,,tetragonal,,31
YbSZ (20% Yb) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.01,ytterbium(III) chloride hexahydrate,0.253,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,,,,,10-Aug,,0.21 - 0.36,,tetragonal,,32
Y+YbSZ (5% Y + Yb) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.2,"yttrium(III) chloride hexahydrate, ytterbium(III) chloride hexahydrate",0.063,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,,,,,10-Aug,,0.21 - 0.36,,tetragonal,,33
Y+YbSZ (10% Y + Yb) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.14,"yttrium(III) chloride hexahydrate, ytterbium(III) chloride hexahydrate",0.126,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,mesoporous,,,15 - 25,10-Aug,,0.21 - 0.36,,tetragonal,,34
Y+YbSZ (15% Y + Yb) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.07,"yttrium(III) chloride hexahydrate, ytterbium(III) chloride hexahydrate",0.189,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,mesoporous,,,15 - 25,10-Aug,,0.21 - 0.36,,tetragonal,,35
Y+YbSZ (20% Y + Yb) aerogel @ 600C,Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.01,"yttrium(III) chloride hexahydrate, ytterbium(III) chloride hexahydrate",0.253,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,600,18,5,argon,alumina boat,,,,,10-Aug,,0.21 - 0.36,,tetragonal,,36
"Zirconia aerogel @ 1000C, 18 min",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,,,,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,1000,18,5,argon,alumina boat,,,,37 - 38,,,,,,,37
"YSZ (5% Y) aerogel @ 1000C, 18 min",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.2,yttrium(III) chloride hexahydrate,0.063,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,1000,18,5,argon,alumina boat,,,,,,,0.21 - 0.36,,tetragonal,,38
"YSZ (10% Y) aerogel @1000C, 18 min",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.14,yttrium(III) chloride hexahydrate,0.126,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,1000,18,5,argon,alumina boat,,,0.43,,,42,0.21 - 0.36,,tetragonal,,39
"YSZ (15% Y) aerogel @ 1000C, 18 min",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.07,yttrium(III) chloride hexahydrate,0.189,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,1000,18,5,argon,alumina boat,,,0.456,,,42,0.21 - 0.36,,"tetragonal, cubic",,40
"YSZ (20% Y) aerogel @ 1000C, 18 min",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.01,yttrium(III) chloride hexahydrate,0.253,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,1000,18,5,argon,alumina boat,,,,,,,0.21 - 0.36,,tetragonal,,41
"YbSZ (5% Yb) aerogel @ 1000C, 18 min",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.2,ytterbium(III) chloride hexahydrate,0.063,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,1000,18,5,argon,alumina boat,,,,,,,0.21 - 0.36,,tetragonal,,42
"YbSZ (10% Yb) aerogel @ 1000C, 18 min",Hurwitz et al.,Phase development and pore stability of yttria- and ytterbia-stabilized zirconia aerogels,2020,29,0,sol-gel,,zirconyl chloride octahydrate,1.14,ytterbium(III) chloride hexahydrate,0.126,ethanol,,water,,,,,,propylene oxide,,,,,,20,24,ethanol,1,7-May,,,,,,,,,,,,,,Different concentrations of Y/Yb,supercritical drying,carbon dioxide,,,,,,,,,,,,1000,18,5,argon,alumina boat,,,0.2,,,36,0.21 - 0.36,,"tetragonal, cubic",,43
